attempt,id,name,rarity,motion,difficulty,motionSpeed,restlessness,progressRateMult,escapeRateMult,jitter,specialChance,mixChance,edited,tackle,barPixels,playerGain,playerLoss,rumorSpeed,barHeight,seed,trackPixels,blind,outcome,seconds,frames
11,starfish_crystal,Crystal Star,RARE,SINKER,107.0,1.54,1.05,0.855,1.797,0.35,0.25,0.15,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-4646225210314436310,360,1,LOST,8.13338,488
12,cutout,Volley Dolphin,EPIC,MIXED,152.0,1.9,1.45,0.977,1.851,0.35,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,9107431467163954144,360,1,LOST,8.86670,532
13,greenbelly_rockfish,Abyssal Rockfish,EPIC,MIXED,180.0,1.55,1.05,0.78,1.65,1.0,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-4983805311391095172,360,1,LOST,16.23326,974
14,crab_weird,Adult Pyrcrab,UNCOMMON,SINKER,69.0,1.43,1.45,0.902,1.653,0.7,0.25,0.15,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-969589784292613770,360,1,LOST,12.69998,762
15,lantern_jack,Lantern Jack,LEGENDARY,MIXED,196.0,1.76,0.7,0.697,1.504,0.6,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-4481003784447503831,360,1,CAUGHT,19.08321,1145
16,squid_cyan,Crystal Aberration,RARE,LUNGER,125.0,1.77,1.05,0.9,1.438,0.45,0.25,0.15,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-2266332633402111282,360,1,LOST,6.66670,400
17,miscount,Relic Crab,EPIC,MIXED,145.0,1.4,1.05,0.722,1.369,0.6,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-4767649468369637009,360,1,LOST,5.41668,325
18,abyssal_stoneplate_lobster,Abyssal Shard Lobster,UNCOMMON,LUNGER,145.0,1.5,1.05,0.697,1.275,1.8,0.2,0.12,0,NONE,120.0,1.0,1.0,1.0,0.33333334,3154893724468224967,360,1,CAUGHT,5.00001,300
19,jellyfish_cyan,Lunacyte,UNCOMMON,FLOATER,71.0,1.22,0.7,0.902,1.653,0.4,0.25,0.15,0,NONE,120.0,1.0,1.0,1.0,0.33333334,263672849989237484,360,1,LOST,4.25000,255
20,marlin,Marlin,UNCOMMON,DARTER,99.0,1.15,0.85,0.807,1.124,1.5,0.2,0.12,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-8539345682733494792,360,1,CAUGHT,7.20004,432
21,sensor_ghost,Hammerhead,RARE,MIXED,134.0,1.77,0.7,0.9,1.438,0.4,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-2522839878810519238,360,1,CAUGHT,18.38322,1103
22,false_dawn,False Dawn,LEGENDARY,MIXED,194.0,2.02,1.45,0.82,1.769,0.3,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-3378125432573207268,360,1,LOST,10.53334,632
23,bream,Soul Bream,UNCOMMON,MIXED,89.0,1.22,0.7,0.95,1.322,1.0,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,2868994692913709991,360,1,CAUGHT,28.94973,1737
24,slipstream_moray,Slipstream Moray,LEGENDARY,MIXED,200.0,2.0,1.05,0.82,1.769,0.4,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-3517064890843992287,360,1,LOST,3.53333,212
25,abyssal_ghost_manta,Abyssal Ghost Manta,LEGENDARY,MIXED,199.0,1.6,0.7,0.82,1.885,2.5,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-2664810730562425795,360,1,LOST,3.01666,181
26,greenbelly_rockfish,Abyssal Rockfish,EPIC,MIXED,180.0,1.55,1.05,0.78,1.65,1.0,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,668299400587484104,360,1,LOST,9.71669,583
27,octopus_yellow,Yellow King,EPIC,MIXED,150.0,1.65,1.05,0.85,1.61,0.45,0.0,0.0,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-4052208232121469062,360,1,LOST,13.81663,829
28,quacken_clownfish,Nemo,UNCOMMON,DARTER,80.0,0.84,1.45,1.092,1.52,1.0,0.2,0.12,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-8517164498753780096,360,1,CAUGHT,10.53334,632
29,quorum_shard,Quorum Splinter,RARE,DARTER,100.0,0.85,1.45,1.05,0.95,0.8,0.25,0.15,0,NONE,120.0,1.0,1.0,1.0,0.33333334,-7202875992636409359,360,1,CAUGHT,5.40002,324
30,skelleton,Skelleton,RARE,LUNGER,117.0,1.54,1.45,0.9,1.438,1.4,0.25,0.15,0,NONE,120.0,1.0,1.0,1.0,0.33333334,9118189547300226112,360,1,LOST,21.96650,1318
